,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
1214,999,0,0,3,784,0,1,0,141,0,0,1,300,1,1962.0,999,0,1,10205,69.0,0,0.0,0,5,85,72,5,5,0,134500,0,925,6,150,1962,1962,2006,Grvl,1Fam,TA,Av,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,SFoyer,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1215,894,0,0,3,180,374,0,0,340,0,0,1,384,1,1966.0,894,0,1,7094,99.0,0,0.0,0,5,20,0,5,5,0,125000,0,894,5,0,1966,1966,2007,Grvl,1Fam,TA,No,Rec,LwQ,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1216,1318,584,0,4,0,0,0,0,0,0,0,2,539,2,1978.0,1902,0,2,8930,68.0,0,0.0,0,4,90,0,5,6,0,112000,0,0,8,0,1978,1978,2010,Grvl,Duplex,TA,No,Unf,Unf,TA,Y,RRAe,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,Slab,Typ,TA,Unf,TA,Attchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1217,1314,0,0,3,936,0,1,0,364,0,0,2,552,2,2009.0,1314,0,1,8640,72.0,0,72.0,0,9,20,112,5,8,0,229456,0,1300,6,135,2009,2009,2009,Grvl,1Fam,TA,Mn,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
1218,672,240,0,2,0,0,0,0,0,0,0,1,0,0,1978.5061638868744,912,0,1,6240,52.0,0,0.0,0,7,50,0,5,4,0,80500,0,0,3,0,1947,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,N,Norm,Norm,SBrkr,TA,AsbShng,AsbShng,TA,MnPrv,Gd,Slab,Typ,TA,Unf,TA,Attchd,GasA,Gd,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,BrkSide,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1219,672,546,0,3,0,0,0,0,672,0,0,1,0,0,1978.5061638868744,1218,1,1,1680,21.0,0,236.0,0,4,160,0,5,6,0,91500,0,672,7,201,1971,1971,2006,Grvl,Twnhs,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,2Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RM,BrDale,N,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
1220,912,0,0,2,312,600,0,0,0,0,0,1,288,1,1964.0,912,0,1,7800,66.0,0,0.0,0,11,20,0,5,5,0,115000,0,912,5,0,1964,1964,2006,Grvl,1Fam,TA,No,Rec,LwQ,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
1221,1211,0,0,3,250,492,0,0,210,0,1,1,322,1,1968.0,1211,0,1,8250,55.0,0,0.0,0,8,20,63,5,5,0,134000,0,952,5,0,1968,1968,2008,Grvl,1Fam,TA,No,BLQ,LwQ,TA,Y,Feedr,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1222,1168,678,0,3,196,0,0,0,844,0,1,2,315,1,1949.0,1846,0,1,10496,78.0,0,320.0,0,1,50,0,6,6,0,143000,0,1040,7,0,1949,1950,2007,Grvl,1Fam,TA,Mn,Rec,Unf,TA,Y,Artery,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1.5Fin,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1223,2136,0,0,4,756,0,0,0,1380,0,0,2,528,2,1951.0,2136,0,1,10680,89.0,0,44.0,0,10,20,30,3,5,0,137900,0,2136,7,0,1951,1951,2006,Grvl,1Fam,Fa,No,LwQ,Unf,TA,N,Norm,Norm,FuseA,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Mod,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1224,788,702,0,3,724,0,1,0,64,0,1,2,388,2,2004.0,1490,1,1,15384,60.0,0,0.0,0,2,60,75,5,7,0,184000,0,788,8,100,2004,2005,2008,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,RRAn,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1225,1138,0,0,3,507,0,0,1,81,0,0,1,264,1,1958.0,1138,0,1,10482,65.0,0,63.0,0,6,80,0,8,6,0,145000,0,588,6,224,1958,1958,2007,Grvl,1Fam,TA,Av,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnWw,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1226,1034,0,0,3,539,0,1,0,473,0,0,1,888,3,1976.0,1034,0,1,12328,70.04995836802665,0,335.0,0,5,80,0,5,6,0,169900,0,1012,6,0,1976,1976,2010,Grvl,1Fam,TA,Av,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1227,894,1039,0,4,0,0,0,0,894,0,1,2,668,3,2007.0,1933,1,1,14598,86.0,0,74.0,0,1,60,18,5,6,0,214000,0,894,9,100,2007,2007,2008,Grvl,1Fam,TA,Mn,Unf,Unf,Gd,Y,Feedr,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,CulDSac,IR1,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1228,912,0,0,2,595,0,1,0,317,0,0,1,576,2,1992.0,912,0,1,8872,72.0,0,300.0,0,12,20,240,8,5,0,147000,0,912,5,0,1965,2008,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1229,1702,0,0,1,1540,0,1,0,162,0,1,1,1052,3,2008.0,1702,1,1,8769,65.0,0,766.0,0,10,120,72,5,9,0,367294,224,1702,7,0,2008,2008,2008,Grvl,TwnhsE,TA,No,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
1230,1507,0,0,4,666,0,0,0,409,0,0,2,404,1,1960.0,1507,0,1,7910,70.0,0,0.0,0,8,80,0,5,5,0,127000,0,1075,7,0,1960,1960,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,BrkFace,HdBoard,TA,GdWo,Gd,CBlock,Maj1,TA,Unf,TA,Basment,GasA,Gd,SLvl,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1231,1361,1259,0,4,498,211,0,0,652,145,1,2,600,2,1977.0,2620,2,2,18890,70.04995836802665,0,1.0,8300,8,90,24,5,5,0,190000,0,1361,12,155,1977,1977,2007,Grvl,Duplex,TA,No,GLQ,Rec,Gd,Y,Feedr,RRAe,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,BuiltIn,GasA,Ex,1.5Fin,TA,Lvl,Gtl,Inside,IR1,None,Gar2,RL,Sawyer,N,Gd,CompShg,Shed,Normal,WD,Pave,AllPub
1232,1190,0,0,3,803,0,1,0,303,0,0,1,540,2,1962.0,1190,0,1,7728,70.0,0,120.0,0,5,90,18,6,5,0,132500,0,1106,6,0,1962,1962,2006,Grvl,Duplex,TA,Av,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1233,1224,0,0,2,0,0,0,0,0,0,0,2,462,2,1962.0,1224,0,2,9842,70.0,0,0.0,0,3,90,0,5,4,0,101800,0,0,6,0,1962,1962,2007,Grvl,Duplex,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,Slab,Typ,TA,Unf,TA,CarPort,GasA,TA,1Story,TA,Lvl,Gtl,FR2,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1234,1188,0,0,3,1000,0,1,0,188,0,0,1,531,2,1959.0,1188,0,1,12160,70.04995836802665,0,180.0,0,5,20,0,5,5,0,142000,0,1188,6,0,1959,1959,2010,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Fa,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Abnorml,COD,Pave,AllPub
1235,1024,940,0,4,0,0,0,0,940,0,0,1,0,0,1978.5061638868744,1964,1,1,8525,55.0,0,0.0,0,11,70,192,6,5,0,130000,0,940,7,0,1911,1950,2008,Grvl,1Fam,TA,Av,Unf,Unf,TA,N,Norm,Norm,FuseA,TA,MetalSd,MetalSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,TA,2Story,TA,Bnk,Gtl,Inside,Reg,None,Shed,RH,SWISU,N,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
1236,892,892,0,4,0,0,0,0,747,0,0,1,180,1,1914.0,1784,1,1,13132,96.0,0,0.0,0,7,70,40,5,5,0,138887,0,747,9,203,1914,1950,2006,Grvl,1Fam,TA,Mn,Unf,Unf,Gd,Y,Norm,Norm,FuseF,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,Fa,Unf,Fa,Detchd,GasA,Gd,2Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Crawfor,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1237,764,862,0,2,0,0,0,0,764,0,0,2,474,2,2003.0,1626,1,1,2628,36.0,0,106.0,0,6,160,27,5,7,0,175500,0,764,6,0,2003,2003,2010,Grvl,Twnhs,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,Wd Shng,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1238,847,1101,0,4,0,0,0,0,847,0,1,2,434,2,2004.0,1948,1,1,12393,41.0,0,0.0,0,9,60,48,5,7,0,195000,0,847,8,100,2004,2005,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,FR2,IR2,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1239,1141,0,0,3,0,0,0,0,1141,0,0,1,484,2,2005.0,1141,1,1,13072,63.0,0,0.0,0,3,20,0,5,6,0,142500,0,1141,6,0,2005,2005,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,RRAe,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
1240,1484,0,0,2,428,0,0,0,1048,0,1,2,472,2,2006.0,1484,0,1,9037,64.0,0,32.0,0,12,20,33,5,8,0,265900,0,1476,6,120,2006,2006,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Ex,HLS,Gtl,Inside,IR1,BrkFace,Shed,RL,Timber,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1241,884,884,0,3,550,0,1,0,334,0,0,2,543,2,2003.0,1768,1,1,8158,65.0,0,252.0,0,7,60,63,5,7,0,224900,0,884,8,0,2003,2003,2008,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1242,1689,0,0,3,0,0,0,0,1689,0,0,2,954,3,2007.0,1689,0,1,9849,83.0,0,0.0,0,6,20,56,6,7,0,248328,0,1689,7,0,2007,2007,2007,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
1243,1173,0,0,3,885,168,1,0,0,0,2,2,528,2,1974.0,1173,0,1,10625,85.0,0,81.0,0,1,85,120,6,7,0,170000,0,1053,6,0,1974,1974,2010,Grvl,1Fam,TA,Gd,GLQ,LwQ,Gd,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,SFoyer,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Family,WD,Pave,AllPub
1244,2076,0,0,2,1386,0,1,0,690,0,1,2,850,3,2006.0,2076,1,1,13891,107.0,0,103.68526170798899,0,9,20,229,5,10,0,465000,0,2076,7,216,2006,2006,2006,Grvl,1Fam,Gd,Gd,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,Inside,Reg,None,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
1245,792,725,0,3,0,0,0,0,792,0,2,1,400,2,1931.0,1517,0,1,11435,70.04995836802665,0,0.0,0,6,70,0,7,8,0,230000,0,792,7,0,1929,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,BrkFace,Stucco,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,Fa,2Story,Gd,HLS,Mod,Corner,IR1,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1246,1140,728,0,3,0,0,0,0,585,0,1,3,477,2,1984.0,1868,1,1,12090,78.0,0,74.0,0,1,80,112,7,6,0,178000,147,585,7,268,1984,2003,2007,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,TA,CBlock,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Gd,CompShg,Hip,Abnorml,WD,Pave,AllPub
1247,756,797,0,3,0,0,0,0,756,0,0,2,615,2,2005.0,1553,1,1,8125,65.0,0,0.0,0,3,60,45,5,7,0,186500,0,756,6,0,2005,2006,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
1248,1134,924,0,3,319,0,0,0,416,259,1,1,396,2,1950.0,2058,1,1,9600,60.0,0,0.0,0,4,75,0,5,6,0,129500,0,735,8,0,1917,1950,2008,Grvl,1Fam,TA,No,Rec,Unf,Gd,N,Norm,Norm,SBrkr,TA,AsbShng,AsbShng,TA,MnPrv,Gd,BrkTil,Typ,Fa,Unf,Fa,Detchd,OthW,Fa,2.5Unf,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,P,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1249,988,0,0,3,534,96,0,0,246,0,0,1,276,1,1950.0,988,0,1,7200,60.0,0,0.0,0,5,20,80,7,5,0,119000,0,876,6,0,1950,1950,2007,Grvl,1Fam,TA,No,BLQ,Rec,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1250,2110,0,0,3,1065,0,1,0,1045,0,2,2,522,2,1968.0,2110,1,1,11160,93.0,0,0.0,0,4,20,0,5,7,0,244000,0,2110,8,0,1968,1968,2010,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,BrkFace,BrkFace,Gd,MnPrv,TA,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,Corner,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1251,1405,0,0,2,0,0,0,0,1405,0,1,2,478,2,2003.0,1405,0,1,3136,70.04995836802665,0,163.0,0,3,120,36,5,7,0,171750,0,1405,6,148,2003,2003,2006,Grvl,TwnhsE,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,Wd Shng,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,IR1,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1252,874,0,0,3,510,0,1,0,354,0,0,1,288,1,1968.0,874,0,1,9858,62.0,0,0.0,600,11,20,0,6,5,0,130000,0,864,5,33,1968,1968,2009,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,GdWo,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1253,1516,651,0,3,125,1031,1,0,36,0,2,2,518,2,1974.0,2167,1,1,17542,70.04995836802665,0,0.0,0,7,60,47,7,7,0,294000,0,1192,9,220,1974,2003,2007,Grvl,1Fam,TA,Gd,LwQ,ALQ,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,Gd,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,Veenker,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1254,760,896,0,3,0,0,0,0,746,0,1,2,397,2,2003.0,1656,1,1,6931,60.0,0,92.0,0,7,60,128,5,7,0,165400,0,746,7,178,2003,2004,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1255,959,408,0,3,425,0,0,0,459,0,1,1,560,1,1978.0,1367,0,1,6240,52.0,0,0.0,0,11,50,0,6,6,0,127500,120,884,6,0,1931,1950,2007,Grvl,1Fam,Fa,No,LwQ,Unf,TA,Y,Norm,Norm,FuseA,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1256,1987,0,0,2,1314,0,1,0,672,0,1,2,691,2,1994.0,1987,0,1,14303,91.0,0,554.0,0,8,20,36,5,8,0,301500,0,1986,7,262,1994,1994,2008,Grvl,1Fam,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,NoRidge,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1257,864,0,0,2,0,0,0,0,864,0,0,1,0,0,1978.5061638868744,864,0,1,4060,56.0,0,0.0,0,7,30,96,8,5,0,99900,0,864,4,0,1922,1950,2009,Grvl,1Fam,TA,No,Unf,Unf,Fa,Y,Feedr,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1258,1166,0,0,2,655,0,1,0,201,0,0,2,400,2,2005.0,1166,0,1,9587,59.0,0,182.0,0,7,80,0,5,7,0,190000,0,856,5,212,2005,2005,2008,Grvl,1Fam,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,SLvl,Gd,Lvl,Gtl,Inside,IR1,Stone,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1259,1054,0,0,3,602,438,1,0,14,0,0,1,460,2,1969.0,1054,1,1,9750,65.0,0,0.0,0,7,20,0,8,6,0,151000,80,1054,6,180,1969,1969,2008,Grvl,1Fam,TA,No,ALQ,LwQ,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,FR2,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1260,892,783,0,3,0,0,0,0,841,0,1,2,502,2,1999.0,1675,1,1,24682,70.04995836802665,0,0.0,0,6,60,103,5,6,0,181000,0,841,7,0,1999,1999,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,RRAn,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,TA,Lvl,Gtl,CulDSac,IR3,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1261,1050,0,0,2,504,0,0,0,546,0,0,1,338,1,1956.0,1050,0,1,9600,80.0,0,0.0,0,6,20,0,6,5,0,128900,0,1050,5,0,1956,1956,2009,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1262,1104,684,0,5,0,0,1,0,1104,0,2,1,304,1,1957.0,1788,0,1,11250,70.04995836802665,0,0.0,0,11,50,0,5,4,0,161500,0,1104,8,120,1957,1989,2009,Grvl,1Fam,TA,Av,Unf,Unf,TA,Y,Norm,Norm,FuseA,TA,Wd Sdng,Wd Sdng,TA,MnPrv,TA,CBlock,Min2,TA,Unf,TA,Attchd,GasA,Ex,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
